HP,880,13871,1387101,33316,OMA,Omaha, NE,NE,65
HP,890,14679,1467901,33570,SAN,San Diego, CA,CA,91
HP,1061,16218,1621801,33785,YUM,Yuma, AZ,AZ,81
HP,1068,14107,1410701,30466,PHX,Phoenix, AZ,AZ,81
HP,1084,11869,1186901,30463,GCN,Grand Canyon, AZ,AZ,81
HP,1087,12889,1288901,32211,LAS,Las Vegas, NV,NV,85
HP,1111,10821,1082102,30852,BWI,Baltimore, MD,MD,35
HP,1211,12889,1288901,32211,LAS,Las Vegas, NV,NV,85
HP,1248,11292,1129201,30325,DEN,Denver, CO,CO,82
HP,1262,13891,1389101,32575,ONT,Ontario, CA,CA,91
HP,1281,13796,1379601,32457,OAK,Oakland, CA,CA,91
HP,1286,14679,1467901,33570,SAN,San Diego, CA,CA,91
NW,8,13487,1348701,31650,MSP,Minneapolis, MN,MN,63
NW,30,13244,1324401,33244,MEM,Memphis, TN,TN,54
NW,37,13487,1348701,31650,MSP,Minneapolis, MN,MN,63
NW,46,15304,1530401,33195,TPA,Tampa, FL,FL,33
NW,52,13487,1348701,31650,MSP,Minneapolis, MN,MN,63
